1,228
2,272
3,173
4,193
5,187
6,278
6,273
7,166
8,175
9,168
10,162
11,228
12,186
13,320
14,269
15,261
16,218
17,69
18,315
19,47
20,344
21,261
22,181
22,253
23,360
24,89
25,347
26,266
27,385
28,179
29,302
29,350
30,371
31,87
32,273
33,140
34,253
35,332
36,8
37,370
38,81
39,133
40,15
41,147
42,21
43,350
44,298
45,92
46,119
47,148
48,22
49,110
50,233
51,5
52,222
53,122
54,69
55,334
56,82
57,391
58,385
59,69
60,322
61,312
62,276
63,177
63,351
64,33
65,382
66,26
67,81
68,172
69,259
70,65
71,135
72,198
73,158
74,223
75,29
76,47
77,274
78,281
79,109
80,70
81,343
82,12
83,107
84,232
85,351
86,79
87,165
88,36
89,345
90,116
91,182
92,254
93,199
94,297
95,222
96,254
97,291
98,388
99,67
100,399
101,97
102,73
103,303
104,105
105,394
106,149
107,32
108,365
109,249
110,340
111,114
112,266
113,261
114,130
115,369
116,219
117,333
118,24
119,42
120,222
121,162
122,325
123,382
124,66
125,335
126,158
127,152
128,116
129,237
130,108
131,196
132,209
133,45
134,92
135,263
136,211
137,117
138,240
139,308
140,383
141,129
142,40
143,55
144,141
145,167
146,253
147,282
148,216
149,10
150,107
150,318
151,161
152,276
153,174
154,127
155,163
156,387
157,267
158,125
159,28
160,68
161,105
162,21
162,331
163,304
164,223
165,184
166,326
167,289
168,260
169,180
170,97
171,99
172,168
173,97
174,152
175,104
176,345
177,35
178,161
179,147
180,338
181,164
182,193
183,277
184,308
185,178
186,61
187,341
188,92
189,320
190,348
191,199
191,59
192,68
193,353
194,97
195,279
196,370
197,355
198,44
199,158
200,360
201,15
202,85
203,376
204,126
205,308
206,332
207,280
208,164
209,200
210,273
211,341
212,322
213,111
214,391
215,295
216,60
217,189
218,299
219,77
220,81
221,56
221,266
222,236
223,354
224,111
225,270
226,286
227,188
228,220
228,89
229,339
230,126
231,389
232,24
233,83
234,200
235,320
236,390
237,296
238,10
238,271
239,273
240,259
241,263
242,6
243,226
244,331
245,229
246,109
247,300
248,179
249,311
250,341
251,45
252,2
253,56
254,148
255,254
256,251
257,248
258,86
259,273
260,347
261,229
262,360
263,161
264,317
265,309
266,107
267,163
268,32
269,38
270,383
271,384
272,379
273,190
274,347
275,359
276,159
277,234
277,102
278,272
279,322
280,320
281,226
282,186
283,180
284,330
285,85
286,297
287,153
288,219
289,105
290,52
291,227
292,312
293,76
294,213
295,44
296,273
297,25
298,228
299,313
300,127
301,217
302,202
303,129
304,380
305,231
306,230
307,41
308,388
309,18
310,348
311,202
312,324
313,389
314,375
315,287
316,18
317,347
318,210
319,126
320,326
321,236
322,185
323,365
324,144
325,100
326,255
327,303
328,83
329,159
330,388
331,28
332,3
333,385
334,120
335,120
336,357
337,25
338,19
339,290
340,315
341,340
342,86
343,212
344,401
345,331
346,299
347,166
348,153
349,87
350,337
351,56
352,222
353,135
354,6
355,204
356,186
357,267
358,145
359,363
360,249
361,308
362,160
363,148
363,284
364,138
365,319
366,101
367,248
368,106
368,41
369,56
370,125
371,247
372,288
373,210
374,320
375,183
376,38
377,332
378,398
379,382
380,291
381,150
382,149
383,54
384,157
385,54
386,231
387,267
388,158
389,65
390,137
391,99
392,367
393,108
394,342
395,240
396,284
397,196
397,324
398,282
399,347
400,1
401,286
402,73
403,8
404,337
405,51
406,315
407,197
408,161
409,342
410,146
411,60
412,288
413,136
414,338
415,253
416,179
417,1
418,63
419,261
420,2
421,56
422,169
423,29
424,203
425,167
426,217
427,375
428,7
429,390
430,36
431,372
432,59
433,327
434,152
435,313
436,353
437,370
438,112
439,74
440,310
440,286
441,268
442,66
443,132
444,68
445,393
446,296
447,111
448,168
449,7
450,325
451,254
452,139
453,256
454,242
455,26
456,276
457,89
458,303
459,356
460,23
461,340
462,297
463,385
464,350
465,164
466,215
467,36
468,155
469,134
470,181
471,340
472,186
473,368
474,121
475,355
476,163
477,274
478,256
479,160
480,330
481,24
482,209
483,136
484,153
485,129
486,243
487,196
488,165
489,366
490,90
491,100
491,155
492,34
493,183
494,398
495,66
496,237
497,337
498,238
499,202
500,68
501,164
502,351
503,76
504,371
505,12
506,204
507,319
508,32
509,136
510,203
511,3
512,365
513,52
514,45
515,155
516,354
517,131
518,13
519,128
520,308
521,399
522,205
523,39
524,85
525,385
526,311
527,301
528,224
529,254
530,197
531,94
532,69
533,38
534,313
535,256
536,23
537,386
538,393
539,233
540,318
541,161
542,227
543,335
544,333
545,332
546,218
547,186
548,320
549,227
550,262
551,340
552,347
553,15
554,182
555,138
556,23
557,4
558,230
559,183
560,252
561,103
562,342
563,247
564,25
565,7
566,225
567,161
568,241
569,248
570,374
571,97
572,350
573,239
574,48
575,322
576,152
577,122
578,47
579,238
580,308
581,400
582,324
583,110
584,137
